"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography_code","Gender","FSM","SEN_type","SEN_grouping","Admission_type","School_characteristic","Religious_denomination","Value","Value_type","Denominator","Numerator"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","Free Schools","All","16.3","%","221","36"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","Boys","All","SEN Supp","All","All","Converter Academies","All","21.8","%","17113","3734"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","SEN State EHC","All","All","FE 14-16 Colleges","All","0","%","2","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","No SEN","All","All","Converter Academies","All","60.6","%","252465","152969"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","No SEN","All","All","University Technical Colleges (UTCs)","All","42.6","%","2799","1193"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","No SEN","All","All","FE 14-16 Colleges","All","0","%","3","0"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","All","All","2019-2020","Academic year","England","Country","E92000001","All","All","SEN Supp","All","All","Sponsored Academies","All","14.3","%","14395","2062"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Academies and free schools","All","61.2","%","43483","26618"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","University Technical Colleges (UTCs)","All","41.4","%","169","70"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Sponsored Academies","All","45","%","6249","2811"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","FE 14-16 Colleges","All","!","%","2","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Free Schools","All","67.3","%","1237","832"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Free Schools","All","64.6","%","1487","961"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Converter Academies","All","68.7","%","14825","10188"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Converter Academies","All","63.6","%","14177","9017"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Studio Schools","All","27.5","%","40","11"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Studio Schools","All","47.1","%","51","24"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","University Technical Colleges (UTCs)","All","53.1","%","81","43"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Converter Academies","All","66.2","%","29002","19205"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Sponsored Academies","All","47.9","%","11416","5472"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Studio Schools","All","38.5","%","91","35"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","FE 14-16 Colleges","All","!","%","2","!"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","Free Schools","All","65.8","%","2724","1793"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","University Technical Colleges (UTCs)","All","45.2","%","250","113"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","Academies and free schools","All","58.2","%","22122","12870"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Academies and free schools","All","64.4","%","21361","13748"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","Sponsored Academies","All","51.5","%","5167","2661"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","LA maintained mainstream","All","56.8","%","8173","4644"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","LA maintained mainstream","All","50.6","%","8393","4245"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Girls","FSM","All","All","All","All state-funded","All","49.9","%","689","344"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","All","FSM","All","All","All","All state-funded","All","42.9","%","1431","614"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","All","All state-funded","All","55","%","31129","17134"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","No SEN","All","All","All state-funded","All","62.9","%","54832","34479"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian Other","ONS 2011 18+1","2019-2020","Academic year","England","Country","E92000001","Boys","FSM","All","All","All","All state-funded","All","36.4","%","742","270"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","All","All state-funded","All","61.6","%","29894","18414"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","All","All","All","All","All","LA maintained mainstream","All","53.7","%","16566","8889"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in other areas","State-funded mainstream","All","52.2","%","26764","13982"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","non-selective schools in highly selective areas","State-funded mainstream","All","49.6","%","1151","571"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Boys","All","All","All","selective schools","State-funded mainstream","All","98.2","%","2623","2577"
"Percentage achieving 9-5 in English & mathematics for children aged 14 to 16 (key stage 4)","Asian","ONS 2011 5+1","2019-2020","Academic year","England","Country","E92000001","Girls","All","All","All","selective schools","State-funded mainstream","All","98.6","%","2364","2332"
